,text,sentiment,label
205,"['@santanderukhelp', 'i', 'have', 'emailed', 'to', 'request', 'someone', 'calls', 'me', 'urgently', 'not', 'just', 'to', 'log', 'feedback']",negative,service - general
206,"['@philskyross1962', '@lloydsbank', 'oh', 'my', 'goodness', 'this', 'is', 'disgraceful']",negative,service - general
207,"['@natwest_help', '-', 'my', 'son', 'has', 'been', 'on', 'hold', '3', 'hours', 'trying', 'to', 'find', 'out', 'what', 'has', 'happened', 'to', 'his', 'request', 'to', 'transfer', 'isa', 'money', 'to', 'a', 'standard', 'account', '-', 'made', '3', 'weeks', 'ago', 'is', 'there', 'an', 'alternative', 'way', 'of', 'contacting', 'you']",negative,service - general
208,"['@revolutapp', 'hi', 'i', 'need', 'help', 'i', 'need', 'an', 'email', 'to', 'get', 'in', 'touch', 'with', 'the', 'revolut', 'service', 'because', 'the', 'app', ""don't"", 'answer', 'i', 'need', 'help']",negative,service - digital
209,"['@monzo', 'who', 'can', 'i', 'report', 'a', 'scam', 'text', 'to', 'please']",neutral,inquiry
210,"['@hsbc_uk', '1hr15', 'minutes', 'and', 'still', 'counting', 'to', 'contact', 'your', 'businessbanking', 'help', 'desk', 'cannot', 'believe', 'you', 'are', 'charging', 'customers', 'for', 'such', 'badcustomerservice', '@ombsforsmallbus']",negative,service - general
211,"['after', 'releasing', 'covid', 'loan', 'loss', 'provisions', '@lloydsbank', 'has', 'reported', 'pre', 'tax', 'profits', 'of', '6', '9', 'billion', 'for', '2021', 'compared', 'to', '1', '2', 'billion', 'in', '2020', 'read', 'more', 'on', '@cityam', 'at', 'https://t', 'co/s2wgouigb3', 'need', 'advice', 'on', 'related', 'matters', 'contact', 'our', 'team', 'today', 'preston', 'https://t', 'co/pdvrgkjppp']",positive,investors
212,"['after', 'releasing', 'covid', 'loan', 'loss', 'provisions', '@lloydsbank', 'has', 'reported', 'pre', 'tax', 'profits', 'of', '6', '9', 'billion', 'for', '2021', 'compared', 'to', '1', '2', 'billion', 'in', '2020', 'read', 'more', 'on', '@cityam', 'at', 'https://t', 'co/lmunsqp8xt', 'need', 'advice', 'on', 'related', 'matters', 'contact', 'our', 'team', 'today', 'northlondon', 'https://t', 'co/klzzqnd4zg']",positive,investors
213,"['after', 'releasing', 'covid', 'loan', 'loss', 'provisions', '@lloydsbank', 'has', 'reported', 'pre', 'tax', 'profits', 'of', '6', '9', 'billion', 'for', '2021', 'compared', 'to', '1', '2', 'billion', 'in', '2020', 'read', 'more', 'on', '@cityam', 'at', 'https://t', 'co/icb3p7zpxb', 'need', 'advice', 'on', 'related', 'matters', 'contact', 'our', 'team', 'today', 'cardiff', 'bridgend', 'https://t', 'co/20enzx5til']",positive,investors
214,"['after', 'releasing', 'covid', 'loan', 'loss', 'provisions', '@lloydsbank', 'has', 'reported', 'pre', 'tax', 'profits', 'of', '6', '9', 'billion', 'for', '2021', 'compared', 'to', '1', '2', 'billion', 'in', '2020', 'read', 'more', 'on', '@cityam', 'at', 'https://t', 'co/qhsojddmle', 'need', 'advice', 'on', 'related', 'matters', 'contact', 'our', 'team', 'today', 'whitecitylondon', 'https://t', 'co/nmx186s1i6']",positive,investors
215,"['@monzo', 'is', 'this', 'legit', 'card', 'doesnt', 'expire', 'until', 'october', 'https://t', 'co/vihltm8eod']",neutral,inquiry
216,"['@monzo', 'why', 'did', 'you', 'put', 'my', ""brother's"", 'card', 'on', 'advertisement']",negative,service - general
217,"['@santanderukhelp', 'twice', 'today', 'i', 'have', 'been', 'on', 'hold', 'waiting', 'for', 'an', 'operator', 'for', 'over', 'twenty', 'mins', 'only', 'for', 'the', 'wait', 'music', 'to', 'stop', 'and', 'the', 'call', 'disconnected', 'whats', 'up', 'with', 'that', 'santander', 'customerservice']",negative,service - general
218,"['@santanderukhelp', 'twice', 'today', 'i', 'have', 'been', 'on', 'hold', 'waiting', 'for', 'an', 'operator', 'for', 'over', 'twenty', 'mins', 'only', 'for', 'the', 'wait', 'music', 'to', 'stop', 'and', 'the', 'call', 'disconnected', 'whats', 'up', 'with', 'that']",negative,service - general
219,"['@hsbc_uk', 'you', 'still', 'dont', 'understand', 'the', 'facts', 'are', 'in', 'my', 'tweet', '&amp', 'there', 'are', 'no', 'personal', 'details', 'required', 'hsbc', 'raise', 'interest', 'rates', 'on', 'credit', 'cards', 'by', '2%', 'in', 'under', 'a', 'week', 'of', 'boe', 'raising', 'base', 'rates', 'yet', 'fail', 'to', 'raise', 'any', 'savings', 'rates', 'after', 'two', 'base', 'rate', 'rises', 'what', 'is', 'there', 'you', 'dont', 'understand']",negative,service - general
220,"['@revolutapp', 'i', 'cant', 'find', 'new', 'chat', 'theres', 'only', 'a', 'chat', 'with', 'is', 'that', 'opens', 'up', 'to', 'rita']",negative,service - digital
221,"['@deafdragongirl', '@paulbelmontesli', 'sorry', 'thats', 'happened', 'laura', 'totally', 'agree', 'its', 'a', 'reasonable', 'adjustment', 'under', 'the', 'equality', 'act', '2010', '@barclaysuk', 'offer', 'both', 'bsl', '&amp', 'lipspeaker', 'service', 'perhaps', 'its', 'time', 'to', 'change', 'banks', 'certainly', 'not', 'good', 'enough', 'from', '@halifaxbank', '-', 'clearly', 'training', 'is', 'needed', 'amongst', 'their', 'staff']",negative,service - general
222,"['@barclaysuk', 'frozen', 'my', 'account', 'for', '3', 'months', 'and', 'when', 'the', 'court', 'ordered', 'in', 'my', 'favour', '4', 'days', 'ago', 'they', 'still', 'holding', 'my', 'money', 'claiming', 'that', 'they', 'didnt', 'see', 'the', 'court', 'order', 'looks', 'like', 'they', 'are', 'making', 'money', 'from', 'my', 'frozen', 'money']",negative,service - general
223,"['@santanderukhelp', 'ive', 'gotten', 'through', 'just', 'now', 'but', 'been', 'put', 'on', 'hold', 'again', '-', 'no', 'its', 'not', 'a', 'general', 'enquiry']",negative,service - general
224,"['@moneybox', 'i', 'had', 'this', 'unexpected', 'text', 'from', 'info', 'googled', 'the', 'address', 'and', 'it', ""doesn't"", 'seem', 'to', 'be', 'one', 'recognised', 'by', '@monzo', 'if', 'i', ""weren't"", 'so', 'mistrustful', 'i', 'might', 'have', 'got', 'in', 'to', 'some', 'trouble', 'so', 'i', 'thought', 'it', 'might', 'be', 'worth', 'showing', 'you', 'https://t', 'co/2ondx0d4hx']",negative,fraud
225,"['@revolutapp', '@millenniumbcp', 'hi', '@revolutapp', 'now', 'i', ""can't"", 'add', 'money', 'to', 'my', 'account', 'at', 'all', 'there', 'is', 'no', 'button', 'to', 'submit', 'the', 'sms', 'confirmation', 'code', 'my', 'payments', 'have', 'been', 'refused', 'for', 'lack', 'of', 'funds', 'https://t', 'co/kgbvjvwnvj']",negative,service - general
226,"['@revolutapp', '@millenniumbcp', 'figured', 'it', 'out', ""it's"", 'a', 'problem', 'with', 'the', 'size', 'of', 'the', 'font', 'in', 'android', 'if', 'you', 'set', 'the', 'size', 'of', 'the', 'letters', 'to', 'be', 'bigger', 'than', 'the', 'default', 'you', 'cannot', 'charge', 'your', 'revolut', 'card', 'i', 'reduced', 'the', 'size', 'and', 'the', 'button', 'became', 'visible', ""it's"", 'an', 'accessibility', 'problem', 'please', 'report', 'it', 'upstream']",negative,service - digital
227,"['@revolutapp', 'whats', 'the', 'reward', 'and', 'whats', 'the', 'cost', 'for', 'someone', 'in', 'uk']",neutral,inquiry
228,"['@citibank', 'becomes', 'the', 'first', 'bank', 'to', 'fully', 'eliminate', 'overdraft', 'charges', 'will', 'others', 'follow', '@barclays', '@hsbc', '@natwestgroup', '@lloydsbank']",neutral,inquiry
229,"['@revolutapp', 'next', 'payday', 'i', 'will', 'get', 'a', 'new', 'phone']",neutral,inquiry
230,"['@santanderukhelp', 'well', ""i'd"", 'rather', 'hear', 'that', ""there's"", 'some', 'scope', 'for', 'intelligence', 'or', 'learning', 'in', 'the', 'system', 'rather', 'than', 'complain', 'that', 'you', ""can't"", 'pay', 'my', 'salary', 'promptly', ""i'll"", 'have', 'a', 'look', 'for', 'an', 'account', ""that's"", 'a', 'bit', 'more', 'international-friendly', 'thanks', 'anyway']",negative,service - general
231,"['@santanderukhelp', 'cheers']",neutral,service - general
232,"['@monzo', ""i've"", 'just', 'joined', 'monzo', 'and', 'i', 'already', 'love', 'it']",positive,service - general
233,"['@revolutapp', '@tx_4z', 'is', 'there', 'any', 'way', 'i', 'can', 'talk', 'to', 'revolut', 'outside', 'the', 'app', 'i', ""can't"", 'open', 'my', 'account', 'in', 'the', 'app']",negative,service - digital
234,"['@jackdolbs', '@natwest_help', 'what', 'exchanges']",neutral,inquiry
235,"['@santanderukhelp', 'how', 'long', 'does', 'a', 'credit', 'card', 'application', 'confirmation', 'email', 'take', 'to', 'arrive', 'i', 'applied', 'at', '4pm', 'thanks']",negative,service - general
236,"['@idigmusictoo', '@telvi_idk', '@monzo', 'fraud', 'investigation', 'on', 'going', 'please', ""don't"", 'get', 'involved']",neutral,fraud
237,"['@charleywood22', '@santanderukhelp', 'crazy', 'hung', 'up', 'ten', 'minutes', 'ago', 'unitedinpain']",negative,service - general
238,"['@santanderukhelp', 'but', 'will', 'they', 'be', 'put', 'on', 'hold', ""i've"", 'genuinely', 'been', 'on', 'hold', 'for', 'hours', 'and', ""don't"", 'have', 'time', 'to', 'do', 'this', 'again', ""i've"", 'got', 'half', 'an', 'hour', 'until', 'the', 'lines', 'close', 'and', 'then', ""that's"", 'it']",negative,service - general
239,"['@lloydsbank', 'having', 'problems', 'using', 'our', 'cards', 'on', 'the', 'hermes', 'site', 'can', 'you', 'help', 'thanks']",negative,service - general
240,"['@mrdini', '@halifaxbank', 'truthfully', 'i', 'have', 'no', 'idea', 'i', 'have', 'a', 'hunch', 'that', 'hes', 'based', 'down', 'south', 'if', 'hes', 'not', 'local', 'to', 'my', 'branch', 'it', 'might', 'make', 'sense', 'that', 'hes', 'not', 'available', 'for', 'an', 'in', 'person', 'meeting', 'so', 'why', 'not', 'defer', 'me', 'to', 'a', 'local', 'mortgage', 'adviser']",neutral,service - general
241,"['@hsbc_uk', 'thank', 'you', 'i', 'will', 'do', 'that']",neutral,inquiry
242,"['pls', 'rt', 'is', '@lloydsbank', 'worst', 'bank', 'in', 'uk', 'we', 'specialise', 'in', 'causing', 'harm', 'and', 'distress', 'to', 'elderly', 'and', 'disabled', 'telling', '91', 'year', 'old', 'housebound', 'widow', 'to', 'sign', 'up', 'for', 'mobile', 'app', 'is', 'beyond', 'believe', 'or', 'the', 'bank', 'that', 'likes', 'to', 'say', 'the', 'computer', 'says', 'no', 'and', 'we', 'have', 'to', 'obey', 'fail']",negative,service - general
243,"['@monzo', ""i'm"", 'a', '@starlingbank', 'kind', 'of', 'girl', 'ethics', 'matter']",negative,service - general
244,"['@natwest_help', 'what', 'are', 'the', 'opening', 'detials', 'for', 'the', 'retail', 'payments', 'helpdesk', 'thanks']",neutral,inquiry
245,"['@t1mbo77', '@idigmusictoo', '@monzo', 'i', 'apologize', 'in', 'advance', 'if', 'you', 'actually', 'have', 'a', 'brother']",neutral,general
246,"['@t1mbo77', '@monzo', 'you', 'never', 'mentioned', 'that', 'you', 'had', 'a', 'brother', 'before']",neutral,general
247,"['do', 'not', 'click', 'the', 'link', 'when', 'receiving', 'messages', 'like', 'this', 'it', 'is', 'a', 'scam', 'and', 'not', 'affiliated', 'with', '@monzo', 'https://t', 'co/xppjzmotbj']",neutral,fraud
248,"['@mouthwaite', '@hsbc_uk', 'lloyds', 'are', 'pretty', 'amiable']",negative,general
249,"['@monzo', 'just', 'got', 'a', 'text', 'saying', 'my', 'session', 'expired', 'no', 'offense', 'but', 'this', 'is', 'the', 'first', 'time', 'i', 'heard', 'of', 'your', 'service', 'how', 'do', 'i', 'check', 'if', 'my', 'phone', 'number', 'is', 'being', 'used']",neutral,inquiry
250,"['i', 'made', 'the', 'incredible', 'mistake', 'of', 'alllowing', '@revolutapp', 'notifications', 'would', 'ye', 'give', 'it', 'a', 'break', 'lads', 'overnotify']",negative,service - digital
251,"['we', 'may', 'not', 'be', 'able', 'to', 'make', 'much', 'difference', 'but', 'we', 'can', 'still', 'do', 'something', 'boycott', 'russian', 'products', 'and', 'companies', '(and', 'this', 'is', 'by', 'no', 'means', 'an', 'attack', 'on', 'russian', 'people', 'who', ""don't"", 'want', 'war)', 'i', 'am', 'deleting', '@revolutapp', 'slavaukraini', 'istandwithukraine', 'prayforukraine', 'ukraine']",negative,service - digital
252,"['@shutcake', '@mahmudnawaz', '@lloydsbank', '@midyorkshirenhs', '@wypartnership', '@davidfmelia', '@cmckenna_1', 'well', 'done', '@mahmudnawaz']",neutral,general
253,"['@halifaxbank', 'yea', 'i', 'so', 'have', 'i']",neutral,general
254,"['@shutcake', '@mahmudnawaz', '@lloydsbank', '@midyorkshirenhs', '@wypartnership', '@davidfmelia', '@cmckenna_1', 'congratulations', 'britishmuslimawards']",positive,general
255,"['@monzo', 'they', 'achieved', 'to', 'spoof', 'monzo', 'as', 'the', 'sender', 'id', 'so', 'if', 'you', 'have', 'any', 'previous', 'texts', 'from', 'monzo', 'this', 'phishing', 'message', 'will', 'appear', 'in', 'the', 'same', 'conversation', 'as', 'their', 'legit', 'messages', 'which', 'can', '(and', 'will)', 'catch', 'more', 'people', 'off-guard']",negative,fraud
256,"['@barclaysuk', 'my', 'wife', 'been', 'on', 'the', 'phone', 'trying', 'to', 'talk', 'to', 'someone', 'for', 'over', 'and', 'an', 'hour', 'and', 'a', 'half', 'terrible', 'customer', 'service']",negative,service - general
257,"['@halifaxbank', '@whichmoney', 'why', 'are', 'you', 'not', 'available', 'for', 'your', 'customers', 'you', 'have', 'customers', 'going', 'around', 'in', 'circles', 'your', 'online', 'website', ""doesn't"", 'work', 'properly', 'so', 'they', 'are', 'supposed', 'to', 'trust', 'that', 'you', 'know', 'what', ""you're"", 'doing', 'when', 'you', ""can't"", 'even', 'operate', 'your', 'online', 'banking', 'system']",negative,service - digital
258,"['@santanderukhelp', '@thewanderer58', 'santander', 'can', 'get', 'in', 'the', 'bin']",negative,service - general
259,"['@santanderukhelp', '@thewanderer58', 'when', 'i', 'was', 'about', 'to', 'onboard', 'with', 'my', 'current', '125k', 'role', 'i', 'was', 'absolutely', 'destitute', 'after', 'prolonged', 'treatment', 'i', 'needed', 'a', 'poxy', '500', 'to', 'tide', 'over', 'to', 'first', 'paycheque', 'santander', 'refused', '-', 'those', 'scars', 'run', 'very', 'deep']",negative,service - general
260,"['@natwest_help', 'just', 'joined', 'natwest', 'and', 'its', 'such', 'a', 'long', 'process', 'have', 'a', 'card', 'dont', 'know', 'the', 'sort', 'code', 'or', 'account', 'number', 'cant', 'access', 'anything', 'online', 'until', 'the', 'card', 'reader', 'arrives', 'i', 'get', 'there', 'are', 'extra', 'security', 'processes', 'these', 'days', 'but', 'this', 'is', 'too', 'much']",negative,service - general
261,"['@stokesy1966', '@tsb', 'tough', 'shit', 'bank']",negative,service - general
262,"['@revolutapp', 'thanks', 'will', 'do', 'this', 'in', 'the', 'morning', '-', 'time', 'for', 'now']",neutral,general
263,"['@natwest_help', 'secondly', 'are', 'you', 'working', 'from', 'home', 'or', 'in', 'a', 'office']",neutral,inquiry
264,"['@lloydsbank', 'are', 'so', 'hard', 'to', 'get', 'hold', 'of']",negative,service - general
265,"['@revolutapp', 'you', 'are', 'lithuanian', 'company', 'look', 'at', '@paysera', 'and', 'do', 'the', 'same', 'with', 'russian', 'clients']",negative,activism
266,"['@ieva_lakute', '@revolutapp', 'me', 'too', 'and', 'right', 'now', 'to', 'me', 'that', 'means', 'sharing', 'contacting', 'anyone', 'with', 'ties', 'in', 'ukraine', 'to', 'help', 'their', 'people', 'leave', 'safely', 'etc', 'boycotting', 'tho', 'is', 'a', 'bit', 'usuless', 'russia', 'is', 'already', 'being', 'hit', 'with', 'the', 'worst', 'economic', 'sanctions', 'from', 'many', 'countries', 'in', 'the', 'world']",negative,activism
267,"['@monzo', 'and', 'you', 'didnt', 'mention', 'a', '-', 'usually', '-', 'much', 'better', 'exchange', 'rate']",negative,service - general
268,"['@halifaxbank', 'yes', 'but', 'it', 'doesnt', 'work']",negative,service - digital
269,"['@natwest_help', 'connor', 'i', 'appreciate', 'the', 'help', 'from', 'you', 'the', 'natwest', 'international', 'payments', 'website', '&amp', 'yourself', 'give', 'out', 'conflicting', 'numbers', 'to', 'call', 'just', 'no', 'opening', 'times', 'on', 'the', 'website', 'so', 'i', 'will', 'forward', 'a', 'complaint', 'off', 'at', 'this', 'point', 'this', 'has', 'gone', 'on', 'for', '4', 'hours', '&amp', 'i', 'am', 'still', 'no', 'further', 'forward']",negative,service - digital
270,"['your', 'worshipfull', '@natwest_help', 'forgive', 'me', 'for', 'such', 'a', 'crazy', 'nutjob', 'request', 'i', 'know', 'as', 'a', 'customer', 'i', 'am', 'not', 'worthy', 'of', 'your', 'attention', 'but', 'i', 'was', 'just', 'wondering', 'if', 'there', 'is', 'anyway', 'i', 'can', 'telephone', 'a', 'human', 'on', 'your', 'power', 'of', 'attorney', 'team', '-', 'i', 'would', 'like', 'to', 'help', 'my', 'dad', 'before', 'he', 'dies']",negative,service - digital
271,"['@natwest_help', 'ive', 'transferred', 'money', 'from', 'my', 'current', 'to', 'savings', 'and', 'the', 'moneys', 'not', 'showing']",negative,service - general
272,"['@philskyross1962', '@lloydsbank', 'tell', 'them', 'to', 'put', 'the', 'black', 'horse', 'in', 'the', 'paddock', 'and', 'give', 'you', 'his', 'stable', 'for', 'the', 'night', 'free', 'of', 'charge', 'while', 'they', 'sort', 'this', 'out', 'make', 'sure', 'you', 'leave', 'something', 'for', 'the', 'mucking', 'out', 'in', 'the', 'morning']",negative,service - general
273,"['@andihack', '@natwest_help', 'this', 'just', 'happens', 'to', 'me', 'how', 'long', 'did', 'they', 'take', 'to', 'pay', 'u', 'back', 'thanks']",negative,service - general
274,"['@sb_kwame', '@natwest_help', 'did', 'they', 'pay', 'brother']",negative,service - general
275,"['@halifaxbank', 'where', 'is', 'my', 'money', 'as', 'it', ""hasn't"", 'reached', 'my', 'account', 'and', 'i', 'know', 'it', 'has', 'left', 'my', 'nationwide', 'account', 'to', 'come', 'to', 'my', 'halifax', 'account', 'but', 'its', 'not', 'there']",negative,service - general
276,"['@halifaxbank', 'hi', 'margaret', 'i', 'tried', 'typing', 'but', 'nothing', 'happened', 'i', 'will', 'try', 'again', 'by', 'saying', 'thank', 'you']",negative,service - general
277,"['@tommytudehope', '@maxkarpis', '@janinejoyhirt', '@innfin', '@nstoronsky', '@revolutapp', 'nik', 'is', 'really', 'channeling', 'steve', 'jobs', 'vibes', 'isnt', 'he']",positive,general
278,"['@lloydsbank', 'hello', 'again', 'our', 'mobile', 'service', 'csl', 'added', 'a', 'filter', 'without', 'our', 'knowledge', 'and', 'has', 'now', 'removed', 'it', 'however', 'sorry', ""we've"", 'had', 'to', 'log', 'you', 'off', '[error:', '1007', 'id:', '65004171]', 'can', 'you', 'fix', 'this', 'please', 'guy', 'shirra']",neutral,service - digital
279,"['@natwest_help', 'thanks', 'connor']",neutral,general
280,"['@lloydsbank', 'success', 'thank', 'you', 'for', 'your', 'exemplary', 'twitter', 'customer', 'service', 'it', 'seems', 'that', 'csl', 'automatically', 'added', 'your', 'call', 'back', 'number', 'to', 'our', 'blocked', 'number', 'list', 'on', 'our', 'iphones']",neutral,service - digital
281,"['@natwest_help', 'yes', 'i', 'reinstalled', 'yesterday', 'but', 'still', 'the', 'same', 'its', 'been', 'like', 'this', 'for', 'over', 'a', 'week', 'now', 'thanks']",negative,service - digital
282,"['@monzo', 'my', 'account', 'was', 'compromised', 'through', 'a', 'pretty', 'glaring', 'security', 'hole', '-', 'i', 'told', 'them', 'to', 'close', 'the', 'account', 'they', 'ignored', 'me', 'and', 'sent', 'me', 'a', 'new', 'card', 'it', 'lives', 'on', 'my', 'shelf', 'with', 'no', 'money', 'in', 'it', 'because', 'i', ""can't"", 'be', 'arsed', 'to', 'deal', 'with', 'them', 'again']",negative,service - digital
283,"['whenever', 'is', 'a', ""'bonus"", ""pot'"", 'appropriate', 'if', 'we', 'are', 'giving', 'out', 'bonuses', 'this', 'year', 'they', 'should', 'be', 'going', 'to', 'care', 'workers', 'shame', 'on', '@cooperativebank', 'and', 'all', 'the', 'other', 'banks', 'paying', 'bonus', 'in', '2022', 'co-op', 'bank', 'triples', 'bonus', 'pot', 'after', 'turning', 'first', 'profit', 'since', '2011', 'https://t', 'co/aakqrhn6cw']",negative,activism
284,"['we', 'congratulate', 'the', '@cooperativebank', 'on', 'its', 'first', 'profits', 'in', 'a', 'decade', ""here's"", 'the', 'customer', ""union's"", 'statement', 'on', 'the', ""bank's"", 'results:', 'https://t', 'co/ujuzmgi3e2']",positive,investors
285,"['@santanderukhelp', 'i', 'applied', 'for', 'a', 'personal', 'loan', 'on', 'monday', 'but', 'still', 'havent', 'heard', 'anything', 'back', 'yet']",negative,service - general
286,"['@santanderukhelp', 'ive', 'checked', 'both', 'my', 'junk', 'and', 'inbox', 'multiple', 'times', 'a', 'day', 'but', 'still', 'nothing']",negative,service - digital
287,"['junior', 'sales', 'representative', 'required', '@revolutapp', 'apply/info:', 'https://t', 'co/63cv6qjzyt', 'cambridgejobs', 'remotejobs', 'https://t', 'co/d3mq35ipcs']",neutral,general
288,"['@revolutapp', 'my', 'account', 'have', 'been', 'stopped', 'i', ""don't"", 'know', 'for', 'what', 'reason', 'it', 'was', 'working', 'fine', 'i', 'am', 'a', 'student', 'and', 'a', 'freelancer', 'and', 'they', 'asked', 'me', 'my', 'bank', 'statement', 'which', 'i', 'sent', 'i', 'have', 'not', 'received', 'any', 'reply', 'from', 'any', 'one', 'today', 'when', 'i', 'sent', 'a', 'chat', 'this', 'agent', 'or', 'yours', 'mr', 'misho', 'is', 'threatening', 'me']",negative,service - digital
289,"['@santanderukhelp', ""we've"", 'tried', 'https://t', 'co/qabvo4cqvh', '-', 'the', 'gbp', 'remittance', 'point']",negative,service - general
290,"['@natwest_help', 'ive', 'ben', 'put', 'on', 'hold', 'for', '15', 'mins', 'after', 'you', 'called', 'me', 'back', 'what', 'is', 'the', 'problem']",negative,service - general
291,"['@natwest_help', 'called', 'your', 'helpline', 'this', 'morning', 'after', 'receiving', 'suspicious', 'email', 'registered', 'for', 'a', 'call', 'back', 'and', 'now', 'ive', 'been', 'called', 'back', 'and', 'am', 'on', 'hold', 'why', 'are', 'you', 'doing', 'call', 'backs', 'to', 'put', 'someone', 'on', 'hold', 'what', 'is', 'going', 'on']",negative,service - general
292,"['@barclaysuk', '@barclaysukhelp', 'i', 'did', ""i'll"", 'give', 'it', 'another', 'try', 'today', 'though']",negative,service - general
293,"['@hsbc_uk', 'are', 'payments', 'delayed', 'paid', 'staff', 'wages', 'this', 'morning', 'via', 'business', 'online', 'banking', 'and', 'they', 'are', 'yet', 'to', 'reach', 'accounts']",negative,service - digital
294,"['@barclaysuk', 'hi', 'my', 'son', 'is', 'turning', '16', 'in', 'a', 'few', 'days', 'and', 'i', 'would', 'like', 'to', 'switch', 'account', 'for', 'him', 'do', 'i', 'need', 'to', 'go', 'in', 'to', 'the', 'bank', 'or', 'can', 'it', 'be', 'done', 'online', 'thanx']",neutral,inquiry
295,"['@revolutapp', 'thank', 'you', 'for', 'your', 'quick', 'reply', ""i've"", 'been', 'seeing', 'many', 'posts', 'on', 'social', 'media']",neutral,general
296,"['@natwest_help', 'tried', 'registering', 'for', 'biometric', 'approval', 'and', 'its', 'saying', 'i', 'cant', 'do', 'it', 'at', 'this', 'time', '-', 'i', 'need', 'to', 'make', 'transactions']",negative,service - digital
297,"['@natwest_help', 'can', 'someone', 'help', 'im', 'trying', 'to', 'send', 'some', 'money', 'but', 'the', 'biometrics', 'keeps', 'failing', 'locked', 'me', 'out', 'set', 'it', 'back', 'up', 'again', 'and', 'biometrics', 'still', 'fails']",negative,service - digital
298,"['@jessie_eliz', '@hsbc_uk', 'im', 'in', 'the', 'same', 'position']",negative,general
299,"['@adwojcik', '@revolutapp', 'tried', 'twice', 'it', 'was', 'instantly', 'rejected', 'both', 'times']",negative,service - digital
300,"['@jessie_eliz', '@hsbc_uk', 'im', 'also', 'having', 'the', 'same', 'problem']",negative,general
301,"['@stuart_clegg', '@lloydsbank', 'you', 'there', 'tomorrow', 'stu']",neutral,general
302,"['i', 'already', 'convinced', 'over', '20', 'people', 'to', 'delete', 'revolut', '@revolutapp', 'and', 'transfer', 'money', 'to', 'alternatives', '@revolutapp', 'was', 'funded', 'with', 'russian', 'gazprom', 'money', 'and', ""it's"", 'running', 'by', 'the', 'son', 'of', 'russian', 'oligarch', 'ukrainian', 'stopwar', 'russiainvadedukraine', 'https://t', 'co/h96k8bbrce']",negative,activism
303,"['@neily_boy72', '@rbs_help', 'hi', 'thanks', 'for', 'getting', 'in', 'touch', ""i'm"", 'sorry', 'to', 'hear', ""you're"", 'having', 'issues', 'please', 'dm', 'your', 'details', 'or', 'email', 'enquiries@tastecard', 'co', 'uk', 'and', 'we', 'will', 'happily', 'look', 'into', 'this', 'and', 'help', 'you', 'we', 'look', 'forward', 'to', 'hearing', 'from', 'you', 'https://t', 'co/rptljsvfn0']",negative,service - general
304,"['@jessie_eliz', '@hsbc_uk', 'same', 'here', 'glad', 'its', 'not', 'just', 'us']",negative,service - general
305,"['@revolutapp', 'how', 'do', 'i', 'report', 'a', 'fraudulent', 'revolut', 'bank', 'account', 'please', 'someone', 'tried', 'to', 'change', 'my', 'bank', 'details', 'for', 'my', 'salary', 'to', 'one', 'of', 'your', 'accounts', 'please', 'treat', 'as', 'serious', 'as', 'i', 'want', 'to', 'report', 'this', 'to', 'the', 'police', 'also']",negative,fraud
306,"['@pange_h', '@nor154', '@natwest_help', 'thank', 'you', 'so', 'much', 'had', 'no', 'idea', 'it', 'was', 'hsbc', 'as', 'a', 'few', 'staff', 'had', 'wages', 'but', 'asking', 'them', 'just', 'notes', 'they', 'are', 'actually', 'hsbc']",positive,service - general
307,"['@natwest_help', '@nor154', 'i', 'know', 'it', 'hasnt', 'affected', 'internal', 'payments', '2', 'hours', 'approx']",negative,service - general
308,"['@monzo', 'i', 'had', 'a', 'monzo', 'account', 'seeing', 'how', 'much', 'i', 'spent', 'in', 'a', 'day', 'and', 'how', 'much', 'i', 'had', 'left', 'til', 'payday', 'gave', 'me', 'anxiety', 'so', 'i', 'changed', 'banks', 'lol']",negative,service - general
309,"['@cooda', '@elaineedwards13', '@hsbc_uk', 'similar', 'issue', 'here', 'too']",negative,service - general
310,"['@coinbase', '@revolutapp', '@paypal', '@moneygram', '@westernunion', ""i'm"", 'sure', 'one', 'of', 'you', 'can', 'find', 'a', 'faster', 'way', 'to', 'donate', 'to', 'ukraine', 'than', 'using', 'bank', 'transfers', 'https://t', 'co/3ut6wxhc6u']",neutral,activism
311,"['@santanderukhelp', 'no', 'i', 'did', 'not', 'block', 'my', 'own', 'card', 'i', 'went', 'to', 'withdraw', 'cash', 'at', 'several', 'atms', 'and', 'they', 'all', 'said', 'the', 'same', 'message', 'that', 'the', 'function', 'was', 'not', 'enabled']",negative,service - general
312,"['just', 'a', 'reminder', 'that', '@starlingbank', 'are', 'not', 'in', 'favour', 'of', 'you', 'trading', 'buying', 'crypto', 'or', 'anything', 'that', 'a', 'person', 'in', '2022', 'does', 'they', 'just', 'sieze', 'your', 'money', 'and', 'pretend', 'to', 'be', 'doing', 'investigations', 'about', 'how', 'you', 'spend', 'your', 'money', 'communist', 'starling', 'not', 'for', 'purpose', 'in', 'a', 'modern', 'world']",negative,service - general
