text,bank,sentiment,label,,bank,sentiment,label
@SandraA49197391 @LloydsBank Hi Sandra - not looking good tbh - it's a complete shambles and Lloyds should be ashamed of themselves. In all our home purchases this has never happened before. Usually move out of one and into the next early afternoon the same day. Goodness knows what is going on. Got a tent ??,Lloyds,negative,service - general,,,,
Hey @RevolutApp I’m just filling out a Chargeback form and it’s asking me for my 4 digit passcode. Is this legit? Thought it best to check :) https://t.co/lGK1WddTLB,Revolut,neutral,inquiry,,,,
"@TSB I have sent you both, I'm still on hold on the phone. Need this sorted immediately, thanks",TSB,negative,service - general,,,,
"@philskyross1962 @LloydsBank How worrying for you, a stressful time without that happening ☹️",Lloyds,neutral,service - general,,,,
"@RevolutApp I say NO to Putin's invasion on Ukraine 
Bye Revoult !",Revolut,negative,activism,,,,
@Ukraine @RevolutApp could you please remove the transfer fee for this cause?,Monzo,negative,crpyto,,,,
"@BarclaysUK @PaRelief I'm hoping you'll consider supporting the good work World Relief Organization does by donating or sharing with others who'd like to help.
Donate here: https://t.co/o0JBuZV1dC",Barclays,neutral,activism,,,,
@santanderukhelp On phone for 40 mins very poor,Santander,negative,service - general,,,,
"@LloydsBank Thanks Claire, had a call back almost straight away. Many thanks.",Lloyds,positive,service - general,,,,
"@GeorginaUstik @Siftedeu @monzo Will do, though I will admit I’m not Gen Z  about 7 years off 🙈 

Just got excited (has to do with passion for financial inclusion)",Monzo,positive,activism,,,,
"@LloydsBank Can we change submission for tomorrow? We need to pay staff, at least if we can phone through tomorrow it will be a day late, this can have a big impact if it goes beyond a day. There should be a back up in place for these situations",Lloyds,negative,service - general,,,,
"@FangzCrypto @monzo Bearish on them all 

No p2p customer service, weeks to get a business account, stay within your ""expected numbers"", no crypto activity, guaranteed only up to £85k and u don't own your keys🤡

#Bitcoin fixes this",Monzo,negative,crpyto,,,,
@JackHODLr @monzo The banking system is corrupt and always will be,Monzo,negative,activism,,,,
"@RevolutApp Hi, I registered while in South Africa and was put on the waitlist, I have since moved to the Netherlands and cannot sign up using my Dutch number, please assist.",Revolut,negative,inquiry,,,,
"@RevolutApp Next payday I will be gone by the time of reading this paper 😅

Welp~~~",Revolut,neutral,general,,,,
@RevolutApp Your decision,Revolut,neutral,general,,,,
@santanderukhelp I emailed on February 6th,Santander,negative,service - general,,,,
@NatWest_Help how can I request a Non-Supply of Goods Chargeback please?,NatWest,neutral,inquiry,,,,
@santanderukhelp What number do I call? Do you have a select customer line,Santander,neutral,inquiry,,,,
"@HSBC_UK Incredibly difficult to reach out to anyone, waiting hours on the phone. Very disappointed by the way you treat your customers. Shame on you.",HSBC,negative,service - general,,,,
@SandraA49197391 @LloydsBank Might need it for tonight 😅,Lloyds,neutral,general,,,,
@RevolutApp Ban your services in Russia. #SupportUkraine,Revolut,negative,activism,,,,
"@santanderukhelp no it is not in my junk mail, ""information received, we will be in contact with you soon. 05/02/2022"" imagine you are a child and try and navigate your way past this? i don't know where to go from the contact us page. so i went to the bank!",Santander,negative,service - general,,,,
@santanderukhelp My purchase?,Santander,negative,service - general,,,,
@santanderukhelp I need to speak to your fraud team urgently and can’t get through,Santander,negative,fraud,,,,
@RevolutApp I am still in the chat but whoever in the chat is not listening to what I am saying - the refund must be processed today,Revolut,negative,service - general,,,,
"Fantastic to meet with the brilliant @RevolutApp team earlier today, thank you for hosting me! https://t.co/Po6pRG5sPR",,,,,,,
"@NatWest_Help hi just received a text from +44 7830 375843 about some transactions, is that one of your numbers?",,,,,,,
@santanderukhelp But what do I do when I'm on hold for up to 40 minutes and have to end the call every time another patient arrives it's ridiculous ?,,,,,,,
"@neily_boy72 @RBS_Help Hi, sorry to hear you are experiencing problems with our new app.

I can see that our team have replied to your DM, and they have also requested a plastic card to be sent out to you. 

Please respond to our DM if you continue to experience the same logging in problems, thanks.",,,,,,,
@NatWest_Help pls help me 😢,,,,,,,
@LloydsBank It got worse. The branch didnt call me so i went in to discuss. The chaps payment was originated at 10am today for the house purchase that everyone involved knew about. It's  5pm and money still in my account. What do I do about my removals today and getting keys etc ??,,,,,,,
"@santanderukhelp I have emailed to request SOMEONE CALLS ME URGENTLY, not just to log feedback!",,,,,,,
@philskyross1962 @LloydsBank Oh my goodness this is DISGRACEFUL!,,,,,,,
@NatWest_Help - my son has been on hold 3 hours trying to find out what has happened to his request to transfer ISA money to a standard account - made 3 weeks ago. Is there an alternative way of contacting you?,,,,,,,
"@RevolutApp hi I need help. I need an email to get in touch with the revolut service because the App don't answer, I need help",,,,,,,
@monzo who can I report a scam text to please.,,,,,,,
@HSBC_UK 1hr15 minutes and still counting to contact your #businessbanking help desk. Cannot believe you are charging customers for such #badcustomerservice @OmbsForSmallBus,,,,,,,
"After releasing Covid #loan loss provisions, @LloydsBank has reported pre #tax profits of £6.9 billion for 2021, compared to £1.2 billion in 2020. 

Read more on @cityam at https://t.co/S2wGoUIgb3 

Need advice on related matters? Contact our team today. 

#Preston https://t.co/PdVRGKJPpP",,,,,,,
"After releasing Covid #loan loss provisions, @LloydsBank has reported pre #tax profits of £6.9 billion for 2021, compared to £1.2 billion in 2020. 

Read more on @cityam at https://t.co/lMUnsqp8Xt 

Need advice on related matters? Contact our team today. 

#NorthLondon https://t.co/KLZZqNd4zg",,,,,,,
"After releasing Covid #loan loss provisions, @LloydsBank has reported pre #tax profits of £6.9 billion for 2021, compared to £1.2 billion in 2020. 

Read more on @cityam at https://t.co/ICb3P7zpxb 

Need advice on related matters? Contact our team today. 

#Cardiff #Bridgend https://t.co/20eNZX5TIL",,,,,,,
"After releasing Covid #loan loss provisions, @LloydsBank has reported pre #tax profits of £6.9 billion for 2021, compared to £1.2 billion in 2020. 

Read more on @cityam at https://t.co/qhSoJDdmlE 

Need advice on related matters? Contact our team today. 

#WhiteCityLondon https://t.co/nMX186S1i6",,,,,,,
@monzo is this legit? Card doesn’t expire until October https://t.co/VIHlTm8EOd,,,,,,,
@monzo Why did you put my brother's card on advertisement?,,,,,,,
@santanderukhelp twice today I have been on hold waiting for an operator for over twenty mins. Only for the wait music to stop and the call disconnected. What’s up with that??? #Santander #CustomerService,,,,,,,
@santanderukhelp twice today I have been on hold waiting for an operator for over twenty mins. Only for the wait music to stop and the call disconnected. What’s up with that???,,,,,,,
"@HSBC_UK You still don’t understand
The facts are in my tweet &amp; there are no personal details required
HSBC RAISE INTEREST RATES ON CREDIT CARDS BY 2% in under a week of BoE raising base rates yet FAIL TO RAISE ANY SAVINGS RATES AFTER TWO BASE RATE RISES
WHAT IS THERE YOU DONT UNDERSTAND",,,,,,,
@RevolutApp I can’t find ‘new chat’. There’s only a ‘chat with is’ that opens up to Rita,,,,,,,
"@deafdragongirl @paulbelmontesli Sorry that’s happened Laura! Totally agree, it’s a reasonable adjustment under the Equality Act 2010. @BarclaysUK offer both BSL &amp; Lipspeaker service, perhaps it’s time to change banks? Certainly not good enough from @HalifaxBank - clearly training is needed amongst their staff!",,,,,,,
"@BarclaysUK frozen my account for 3 months and when the court ordered in my favour 4 days ago, they still holding my money claiming that they didn’t see the court order. Looks like They are making money from my frozen money.",,,,,,,
@santanderukhelp I’ve gotten through just now but been put on hold again - no it’s not a general enquiry,,,,,,,
"@Moneybox I had this unexpected text from ""info"". Googled the address and it doesn't seem to be one recognised by @monzo. If I weren't so mistrustful I might have got in to some trouble, so I thought it might be worth showing you! https://t.co/2Ondx0d4hx",,,,,,,
"@RevolutApp @Millenniumbcp Hi @RevolutApp
Now I can't add money to my account at all. There is no button to submit the SMS confirmation code. My payments have been refused for lack of funds. 🙄 https://t.co/kgBVjVwNvJ",,,,,,,
"@RevolutApp @Millenniumbcp Figured it out. It's a problem with the size of the font in Android. If you set the size of the letters to be bigger than the default, you cannot charge your Revolut card. I reduced the size and the button became visible. It's an accessibility problem, please report it upstream.",,,,,,,
@RevolutApp Whats the reward? And whats the cost for someone in uk,,,,,,,
@Citibank becomes the first bank to fully eliminate overdraft charges. Will others follow? @Barclays @HSBC @NatWestGroup @LloydsBank,,,,,,,
@RevolutApp Next payday I will get a new phone,,,,,,,
"@santanderukhelp Well, I'd rather hear that there's some scope for intelligence or learning in the system rather than complain that you can't pay my salary promptly. I'll have a look for an account that's a bit more international-friendly, thanks anyway.",,,,,,,
@santanderukhelp Cheers,,,,,,,
"@monzo I've just joined monzo, and I already love it! ❤️",,,,,,,
@RevolutApp @tx_4z Is there any way I can talk to revolut outside the app? I can't open my account in the app,,,,,,,
@jackdolbs @NatWest_Help What exchanges ?,,,,,,,
"@santanderukhelp how long does a credit card application confirmation email take to arrive? I applied at 4pm.
Thanks",,,,,,,
@idigmusictoo @Telvi_idk @monzo Fraud investigation on going please don't get involved.,,,,,,,
"@charleywood22 @santanderukhelp Crazy, hung up ten minutes ago. #unitedinpain",,,,,,,
@santanderukhelp But will they be put on hold? I've genuinely been on hold for hours and don't have time to do this again? I've got half an hour until the lines close and then that's it,,,,,,,
@LloydsBank having problems using our cards on the #hermes site. Can you help? Thanks,,,,,,,
"@Mrdini @HalifaxBank Truthfully, I have no idea. I have a hunch that he’s based down south. If he’s not local to my branch, it might make sense that he’s not available for an in person meeting, so why not defer me to a local mortgage adviser? 🤷🏼‍♀️",,,,,,,
"@HSBC_UK Thank you, I will do that.",,,,,,,
"Pls RT Is @LloydsBank worst bank in UK? ""We specialise in causing harm and distress to elderly and disabled."" Telling 91 year old housebound widow to ""sign up for mobile app"" is beyond believe. OR ""The bank that likes to say ""the computer says no"" and we have to obey. #FAIL",,,,,,,
@monzo I'm a @StarlingBank kind of girl. Ethics matter.,,,,,,,
@NatWest_Help what are the opening detials for the Retail Payments Helpdesk... thanks,,,,,,,
@t1mbo77 @idigmusictoo @monzo I apologize in advance if you actually have a brother.,,,,,,,
@t1mbo77 @monzo You never mentioned that you had a brother before.,,,,,,,
Do not click the link when receiving messages like this it is a scam and not affiliated with @monzo https://t.co/xppjzMoTbj,,,,,,,
@mouthwaite @HSBC_UK Lloyds are pretty amiable,,,,,,,
"@monzo just got a text saying my session expired. no offense but this is the first time I heard of your service, how do I check if my phone number is being used?",,,,,,,
"I made the incredible mistake of alllowing @RevolutApp notifications. Would ye give it a break lads?
#OverNotify",,,,,,,
"We may not be able to make much difference but we can still do something! Boycott Russian products and companies (and this is by no means an attack on Russian people who don't want war). I am deleting @RevolutApp
#SlavaUkraini #IStandWithUkraine #PrayForUkraine #Ukraine",,,,,,,
@shutcake @MahmudNawaz @LloydsBank @MidYorkshireNHS @WYpartnership @davidfmelia @CMcKenna_1 Well done @MahmudNawaz 👏🏻👏🏻,,,,,,,
@HalifaxBank Yea I so have i,,,,,,,
@shutcake @MahmudNawaz @LloydsBank @MidYorkshireNHS @WYpartnership @davidfmelia @CMcKenna_1 Congratulations! #BritishMuslimAwards,,,,,,,
"@monzo They achieved to spoof Monzo as the sender ID, so if you have any previous texts from Monzo, this phishing message will appear in the same conversation as their legit messages, which can (and will) catch more people off-guard.",,,,,,,
@BarclaysUK my wife been on the phone trying to talk to someone for over and an hour and a half?? Terrible customer service!!!!,,,,,,,
"@HalifaxBank @WhichMoney Why are  you not available for your customers? You have customers going around in circles, your online website doesn't work properly, so they are supposed to trust that you know what you're doing when you can't even operate your online banking system.",,,,,,,
@santanderukhelp @thewanderer58 #santander can get in the bin,,,,,,,
"@santanderukhelp @thewanderer58 When I was about to onboard with my current 125k role I was absolutely destitute after prolonged treatment 

I needed a poxy £500 to tide over to first paycheque 

#santander refused - those scars run very deep",,,,,,,
"@NatWest_Help just joined NatWest and it’s such a long process….!  Have a card, don’t know the sort code or account number.  Can’t access anything online until the card reader arrives. I get there are extra security processes these days but this is too much…",,,,,,,
@Stokesy1966 @TSB Tough shit bank,,,,,,,
@RevolutApp Thanks will do this in the morning - time for 💤 now!,,,,,,,
@NatWest_Help secondly are you working from home or in a office??,,,,,,,
@LloydsBank are so hard to get hold of 🙃😣,,,,,,,
@RevolutApp You are Lithuanian company. Look at @paysera and do the same with Russian clients,,,,,,,
"@ieva_lakute @RevolutApp Me too and right now to me, that means sharing, contacting anyone with ties in ukraine to help their people leave safely, etc. Boycotting tho is a bit usuless, Russia is already being hit with the worst economic sanctions from many countries in the world.",,,,,,,
@monzo And you didn’t mention a - usually - much better exchange rate,,,,,,,
"@HalifaxBank Yes, but it doesn’t work!",,,,,,,
"@NatWest_Help connor i appreciate the help from you, The natwest international payments website &amp; yourself give out conflicting numbers to call just no opening times on the website, so i will forward a complaint off at this point this has gone on for 4 hours &amp; i am still no further forward.",,,,,,,
"Your worshipfull @NatWest_Help forgive me for such a crazy nutjob request, I know as a customer I am not worthy of your attention, but I was just wondering if there is anyway I can telephone a human on your Power of Attorney team - I would like to help my Dad before he dies.",,,,,,,
@NatWest_Help I’ve transferred money from my current to savings and the moneys not showing?,,,,,,,
@philskyross1962 @LloydsBank Tell them to put the black horse in the paddock and give you his stable for the night free of charge while they sort this out.  Make sure you leave something for the mucking out in the morning.,,,,,,,
@andihack @NatWest_Help This just happens to me how long did they take to pay u back!? Thanks,,,,,,,
@sb_kwame @NatWest_Help Did they pay brother,,,,,,,
@HalifaxBank where is my money as it hasn't reached my account and I know it has left my nationwide account to come to my Halifax account but its not there,,,,,,,
@HalifaxBank Hi Margaret. I tried typing but nothing happened I will try again by saying. Thank you,,,,,,,
@TommyTudehope @maxkarpis @JanineJoyHirt @InnFin @NStoronsky @RevolutApp Nik is really channeling Steve Jobs vibes isn’t he,,,,,,,
"@LloydsBank Hello again. Our mobile service CSL added a filter without our knowledge and has now removed it. However Sorry, we've had to log you off [Error: 1007 ID: 65004171] CAN YOU FIX THIS PLEASE Guy Shirra",,,,,,,
@NatWest_Help Thanks Connor.,,,,,,,
@LloydsBank Success! Thank you for your exemplary Twitter customer service. It seems that CSL automatically added your call back number to our blocked number list on our iPhones.,,,,,,,
@NatWest_Help Yes I reinstalled yesterday but still the same. It’s been like this for over a week now. Thanks,,,,,,,
"@monzo My account was compromised through a pretty glaring security hole - I told them to close the account, they ignored me and sent me a new card, it lives on my shelf with no money in it because I can't be arsed to deal with them again 😂",,,,,,,
"Whenever is a 'bonus pot' appropriate? If we are giving out bonuses this year they should be going to care workers. Shame on @CooperativeBank and all the other banks paying bonus in 2022.

Co-op Bank triples bonus pot after turning first profit since 2011 https://t.co/aakqRhN6Cw",,,,,,,
We congratulate the @CooperativeBank on its first profits in a decade. Here's the Customer Union's statement on the bank's results: https://t.co/ujuZmgI3E2,,,,,,,
"@santanderukhelp I applied for a personal loan on Monday, but still haven’t heard anything back yet",,,,,,,
@santanderukhelp I’ve checked both my junk and inbox multiple times a day but still nothing 😞,,,,,,,
"Junior Sales Representative required @RevolutApp 

apply/info: https://t.co/63Cv6QJZYt

#CambridgeJobs #RemoteJobs https://t.co/D3Mq35IpcS",,,,,,,
"@RevolutApp My account have been stopped i don't know for what reason. It was working fine.I am a student and a freelancer. And they asked me my bank statement which i sent. I have not received any reply from any one. Today when I sent a chat, this agent or yours Mr Misho is threatening me.",,,,,,,
@santanderukhelp We've tried https://t.co/QAbVo4CQvH - the GBP remittance point,,,,,,,
@NatWest_Help I’ve ben put on hold for 15 mins after YOU called me back. What is the problem?,,,,,,,
@NatWest_Help called your helpline this morning after receiving suspicious email. Registered for a call back and now I’ve been called back and am on hold! Why are you doing call backs to put someone on hold? What is going on?!,,,,,,,
@BarclaysUK @BarclaysUKHelp I did. I'll give it another try today though.,,,,,,,
@HSBC_UK are payments delayed? Paid staff wages this morning via business online banking and they are yet to reach accounts.,,,,,,,
"@BarclaysUK hi,my son is turning 16 in a few days ,and I would like to switch account for him, do I need to go in to the bank or can it be done online?Thanx",,,,,,,
@RevolutApp Thank you for your quick reply. I've been seeing many posts on social media,,,,,,,
@NatWest_Help tried registering for biometric approval and it’s saying I can’t do it at this time - I need to make transactions,,,,,,,
"@NatWest_Help can someone help? I’m trying to send some money but the biometrics keeps failing, locked me out. Set it back up again and biometrics still fails 😩",,,,,,,
@jessie_eliz @HSBC_UK I’m in the same position,,,,,,,
"@ADWojcik @RevolutApp Tried twice, it was instantly rejected both times",,,,,,,
@jessie_eliz @HSBC_UK I’m also having the same problem,,,,,,,
@stuart_clegg @LloydsBank You there tomorrow Stu ?,,,,,,,
I already convinced over 20 people to delete #Revolut @RevolutApp and transfer money to alternatives. @RevolutApp was funded with Russian Gazprom money and it's running by the son of russian oligarch. #Ukrainian #StopWar #RussiaInvadedUkraine https://t.co/H96k8BbRCe,,,,,,,
"@neily_boy72 @RBS_Help Hi, thanks for getting in touch. I'm sorry to hear you're having issues, please DM your details or email enquiries@tastecard.co.uk and we will happily look into this and help you. We look forward to hearing from you.
https://t.co/rpTlJSvfN0",,,,,,,
"@jessie_eliz @HSBC_UK Same here, glad its not just us 🙃",,,,,,,
@RevolutApp how do I report a fraudulent Revolut bank account please? Someone tried to change my bank details for my salary to one of your accounts. Please treat as serious as I want to report this to the police also.,,,,,,,
@pange_h @Nor154 @NatWest_Help Thank you so much. Had no idea it was HSBC as a few staff had wages but asking them just notes they are actually HSBC.,,,,,,,
@NatWest_Help @Nor154 I know it hasn’t affected internal payments. 2 hours approx.,,,,,,,
"@monzo I had a monzo account, seeing how much I spent in a day and how much i had left til payday gave me anxiety so I changed banks lol",,,,,,,
@cooda @ElaineEdwards13 @HSBC_UK Similar issue here too,,,,,,,
@coinbase @RevolutApp @PayPal @MoneyGram @WesternUnion I'm sure one of you can find a faster way to donate to Ukraine than using bank transfers. https://t.co/3ut6WXhc6u,,,,,,,
@santanderukhelp No I did not block my own card! I went to withdraw cash at several ATM’s and they all said the same message that the function was not enabled!,,,,,,,
"Just a reminder that @StarlingBank are not in favour of you trading, buying crypto or anything that a person in 2022 does. They just SIEZE  your money and pretend to be doing investigations about HOW YOU SPEND YOUR MONEY. Communist STARLING, not for purpose in a modern World.",,,,,,,
"@monzo actual reasons to not get a Monzo account…

- they ignore reports about fraud
- they share your data with companies like Facebook and Google
- sometimes their servers go down and you can’t access your money for days
- they are being investigated for financial crimes",,,,,,,
"@santanderukhelp Hi, please could you drop me a direct message. Would like to highlight some poor service I received this morning and ask your advice. Cheers.",,,,,,,
"💰 You're never too young to get financial advice!

Staff from @HSBC_UK visited @GothicMede yesterday to teach money skills to Year 3️⃣ and 4️⃣ pupils.

#BESTfamily #Arlesey https://t.co/57n1ryDAuA",,,,,,,
"@CooperativeBank Thanks, does the post office provide the paying in slip?",,,,,,,
@santanderukhelp Yes it works in shops and online but apparently it was blocked for cash withdrawals. I’ve been told on live chat that there’s no block on it so I will try again,,,,,,,
@ElaineEdwards13 @RichardKennedy @HSBC_UK I *think* we are all systems go,,,,,,,
@StarlingBank I just want someone to reply to my emails I have been writing. I don't want to have to go through all the website to get to the same place..,,,,,,,
@HannahBag @BarclaysUK Maybe due to cyber crap from russia?,,,,,,,
"Just when you thought ""spot the man"" was tricky in their last ad, @LloydsBank have really upped the ante in their new one. I waited until the end expecting it to be for some sort of ""women in business"" banking initiative, but it wasn't.",,,,,,,
@RevolutApp Can't find the chat,,,,,,,
@NatWest_Help @AoifeCunningh13 I have DM’d you,,,,,,,
@NatWest_Help @AoifeCunningh13 I turned 18 on jan 27th and haven’t been able to access it.,,,,,,,
"@NatWest_Help I know we are still in very strange times, and pressures are hitting us all hard, but closing the Haymarket NCL branch and understaffing the other city centre branch is baffling.",,,,,,,
"@HalifaxBank false promises by @HalifaxBank , say they will ring you and don't",,,,,,,
@LloydsBank @Hardeep03036315 Tried. Not friend,,,,,,,
@santanderukhelp Hi could you provide the number to call your authorisation department if im calling from abroad?? Currently on hold for over 20 mins cant get through to the right department,,,,,,,
"Have just ordered my $ATOM ⚛️ cat 🐾 card!
@RevolutApp 💖 
#IBCGang https://t.co/IyNm5gEsUe",,,,,,,
"@RevolutApp I'm sorry but there is no word help m, can you just open your dm?",,,,,,,
@HalifaxBank I remain unhappy and already know the timescales due to this ongoing from December. The fact that nothing is being done and no-one to speak to is incredibly frustrating!,,,,,,,
"As soon as we started hiring we realised @onfolkhr needed this. 

We get to think ""what would remove our own employee admin"". Then we build that thing. 

Was also true of @monzo. People working on the product used it daily + had the power to improve it. Super powerful. https://t.co/9yoZpiH7CC",,,,,,,
@andy31259 @RevolutApp What is this @andy31259 ??,,,,,,,
@RBS_Help can you confirm if there are charges using debit card abroad for transactions  if you have a Graduate account? Thanks,,,,,,,
@lbrealdeveloper @RevolutApp You can customize your Revolut card.,,,,,,,
@CooperativeBank I was given another number to call when card is blocked unnecessarily but that number is wrong 🤬,,,,,,,
@santanderukhelp It’s now coming up to 2 hours.. This is just stupid,,,,,,,
@divin_kaley @NatWest_Help I got through to them but was on hold for 2 and a half hours and then told me I had to send them a letter to access it x,,,,,,,
@santanderukhelp Sorted now thank you 🙏,,,,,,,
@santanderukhelp Hopefully I will hear back from them soon as I told them I’m financially suffering now !,,,,,,,
@santanderukhelp 40 mins now. I want to port my existing mortgage onto another property,,,,,,,
@LloydsBank I can’t make any payments through you. When I click on payments and transfers it just takes me to a blank Lloyds page.,,,,,,,
"Lloyds Bank @LloydsBank also have issues with females, a large number of the farms taken by Lloyds BSU were owned by women. https://t.co/MehskRtzfl",,,,,,,
@santanderukhelp I’m trying to book a hotel in Germany through https://t.co/jjEkzXBH5C - I verify the payment in the mobile app but when I return to the site to confirm there’s no confirmation button on the pop-up so I can’t process the payment. Have tried in four different browsers. No “confirm”,,,,,,,
"@NatWest_Help why can I not register to get online for my daughters CTF? I have been trying all week and when I am trying to phone up I’m on hold for 2-3 hours before giving up. Beyond a joke, I’m trying to look after her money",,,,,,,
@LloydsBank OK as long as you don't loose your phone.,,,,,,,
"Our first book, The Golden Decade Ahead is dedicated to our co-chair @JackDromeyMP &amp; features Jack's last essay along with an incredible group of authors with a wealth of perspectives on the decade ahead. 
The book launches 7 Mar at @HSBC_UK
https://t.co/1gpZfBfORQ
@liambyrnemp https://t.co/IA0QqNOx82",,,,,,,
@RevolutApp do you have a customer service number or email,,,,,,,
@RevolutApp @RevolutApp BOYCOTT !! #boycottrevolut #ukraine #IStandWithUkraine,,,,,,,
Where is my money @asda @AsdaServiceTeam @HalifaxBank @MastercardUK https://t.co/AaY5GBWTUS https://t.co/GOvWRC9CMp,,,,,,,
Where is my money @asda @AsdaServiceTeam @HalifaxBank @MastercardUK https://t.co/Bj4yTgrZM0,,,,,,,
"@LouiseDole @JoeMorris101 @monzo Aye it’s usually £250 fee feee every 30 days. It gets waived if you get your salary paid in (or adding money every 35 days) and if you have a DD setup.
More or less no fee’s if they’re your main bank!",,,,,,,
"Thank you to all the fintechs and other companies that are helping their Ukrainian offices’ employees relocate to safer locations! 🙏🇺🇦

@RevolutApp @Solarisbank @jake_grammarly @amazon @GlovoKEN  and many others",,,,,,,
"@HalifaxBank My wife needs to talk with someone to make an appointment in branch.
Been trying every fifteen minutes since 9am.",,,,,,,
@HalifaxBank They have already had the £20 the true cost of the transaction yet hold on to an additional £50 😡😡😡 Stop robbing people times are hard and friends are few WHERES MY MONEY @AsdaServiceTeam,,,,,,,
"@HalifaxBank Hi Claire, no DM option?",,,,,,,
@TSB been trying to get help with the fraud squad!!! Absolutely useless all day yesterday on phone to 8 different people only to find out today when in branch that I need to phone again!! What disappointing service you give. Been a customer for over 28 years!!!,,,,,,,
@HSBC_UK I have been unable to login all day. I have called and spent over an hour talking to an agent. Issue still not resolved,,,,,,,
"@santanderukhelp Hello, you’ve just sent this message to me I think it’s a scam you never ever send me texts can you confirm? - https://t.co/EtSLzxd9FO",,,,,,,
"@LloydsBank Hi, I’ve just dm’d you about a possible scam I may have received to see if it’s legit.",,,,,,,
@LloydsBank Thanks :) all sorted!,,,,,,,
@AnnieMouse81 @ldjbUK @monzo it's the same number as Siri used to give for the meaning of life lol,,,,,,,
"@HSBC_UK What a bright idea (!?) to replace the digital secure key password with a digital secure key 6-digit pin!!Easy to remember unique password, personal to me - will now have to write pin number down. 'Simpler' - really??",,,,,,,
"@HalifaxBank @WhichMoney Budgeting really, what amount of money do you think people should budget for, after you waste their time and money waiting 30 mins for someone to answer your phone. Why take advice from an institution that can't budget to hire enough people to answer the phone.",,,,,,,
"@santanderukhelp In the end I chose a different option - pay later - and I didn't get the pop-up so was able to complete the transaction, but will have to pay later.",,,,,,,
"@monzo I got the card, boo 💕",,,,,,,
"@LloydsBank Avoid this app, easily hacked and not at all secure.  Use a computer, and stay away from something that appears to be convenient, that ultimately, is more useful to the bank rather than the customer.",,,,,,,
@inasimi_ @RevolutApp I'm having the same issue been trying to top up my account and it beens declining it and I'm like ffs,,,,,,,
"@RevolutApp Lets Users Book Trips Now, Pay Later.

https://t.co/KBRt5O44Ji

#banking #neobank #challengerbank #digitalbanking #bankingapp #bnpl #onlinebanking #mobilebanking #digitalpaymements #payments #financialtechnology #financialservices #financialsolutions",,,,,,,
"@AsdaServiceTeam @HalifaxBank please just reject this payment, I've been on hold over 25 minutes https://t.co/qIxU8uqd2y",,,,,,,
"@HalifaxBank @RobertDyas @BTL_uk @blacks_online would love to talk to you about 💡🌍🥲, please join @hottershoes @WaterstonesCh @Waterstones @Shuropody_ @FromPaperchase who are helping #Chichester #SwitchOffTheLights come on, pls 😘 https://t.co/MLknwOi7uD",,,,,,,
@santanderukhelp Can you tell me why your Newport branch is closed at 15.10 when it says on the door and on your website open till 16.30,,,,,,,
"@RevolutApp At this point, i would just say to all users, don't trust Revolut with your money. Be ready to see it disappeared very soon, and revolut will say their is nothing wrong.",,,,,,,
@santanderuk  @santanderukhelp lollll that you are displaying how you are 11th out of all the banks 😂😂 https://t.co/ORlAx4jaWR,,,,,,,
"The @CooperativeBank has more than tripled its bonus pot for #bankers after a “milestone year” that resulted in its first #profit in a decade. 💸

Read more on the @guardian at https://t.co/gO8u4JMxs4 https://t.co/hRNDl9gsdJ",,,,,,,
@JamesDelingpole @LloydsBank Wise or Revolut,,,,,,,
I've been with @LloydsBank for over 40 years. But I've just had enough of their 'security checks' which basically mean I can't conduct any transactions without the fear of my card being suspended. Any recommended banks I should move to?,,,,,,,
"@LloydsBank I am, thank you.",,,,,,,
@LloydsBank  I wonder if you’d consider lifting foreign bank transfer fees for Ukraine given the situation. A £9.50 fee for sending money is a little on the nose given what is happening?,,,,,,,
"@JamesDelingpole @LloydsBank They’re all utter shite! Spend more money on ads telling you how much the ‘care’, whilst hiking charges, closing branches and generally being…shite! And heartless",,,,,,,
"Give it back, it's not yours @HalifaxBank @AsdaServiceTeam https://t.co/OCiC8cF036",,,,,,,
@JamesDelingpole @LloydsBank Starling,,,,,,,
"@JamesDelingpole @LloydsBank Had much the same with @AIB_NI, went to 2 of the remaining5branches and they were not much help at all. Paypal seems to work for what i was trying to book.",,,,,,,
"@JamesDelingpole @LloydsBank Any bank using @ComplyAdvantage will have fewer unnecessary compliance checks and better overall security, e.g. @imaginecurve and many more on our website https://t.co/ersN2gjUX8",,,,,,,
@SongbirdComm @RevolutApp come on and just give them to us!,,,,,,,
@Keyfun72Lucas @JamesDelingpole @LloydsBank I'd go Nationwide too,,,,,,,
@JamesDelingpole @LloydsBank Nationwide. Moved to them from HSBC after they blocked access to my account and wouldn’t unlock for 48 despite me proving my security details,,,,,,,
"@santanderukhelp Yes, but from a different number",,,,,,,
"@JamesDelingpole @LloydsBank Mrs Davitt has had the same. 

We have no mobile signal at our house, which makes it all worse.

She can now use her fingerprint to help out via their app.

Still not ideal.",,,,,,,
@JamesDelingpole @LloydsBank Starling - top choice of Which,,,,,,,
"@JamesDelingpole @LloydsBank Starling all day long, first class.",,,,,,,
@unrulyunited1 @monzo @FruitpunchL get out the money darg😂,,,,,,,
@JamesDelingpole @LloydsBank Metro Bank if you've got one up there in the turnip fields,,,,,,,
@LloydsBank Ok that’s great. Thank you very much for your help,,,,,,,
@JamesDelingpole @LloydsBank Starling..,,,,,,,
